순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수
200,(신기한 맛) 도깨비 식당,"김용세,센개 그림",꿈터,2022,6,9.79117E+12,74810,813.7,42
200,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,38,9.79117E+12,77400,507.5,42
200,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,63,9.79117E+12,77720,711.4,42
200,똥볶이 할멈 :K-히어로 판타지,글: 강효미 ;그림: 김무연,따끈따끈책방,2021,4,9.79119E+12,74810,813.7,42
200,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",Dankkum i(단꿈아이),2022,25,9.79119E+12,74910,911,42
200,(설민석의) 그리스 로마 신화 대모험,"글: 설민석,라임스튜디오",Dankkum i(단꿈아이),2022,5,9.79119E+12,77890,219,42
211,놓지 마 맞춤법,"신태훈,나승훈 글·그림",김영사,2023,4,9.78893E+12,77700,711,41
211,말이야와 친구들 =Mari and friends,원작: 말이야와 친구들 ;그림: 이혜림,주니어김영사,2021,7,9.78893E+12,77810,813.7,41
211,위풍당당 여우 꼬리,손원평 글 ;만물상 그림,창비,2021,3,9.78894E+12,74810,813.7,41
211,Go go 카카오프렌즈 :자연탐사,글: 조주희 ;이혜림,아울북(북이십일 아울북),2022,4,9.78895E+12,74400,472,41
211,(정재승의) 인간 탐구 보고서,"글: 정재은,특대호 원고: 오경은",아울북(북이십일 아울북),2019,15,9.78895E+12,74400,511,41
211,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,3,9.78895E+12,74800,219,41
211,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,2,9.78895E+12,74900,980.2,41
211,(비마이펫) 멍냥연구소 :온 세상 반려가족 필수 반려동물 교양만화,원작: 비마이펫 ;박지영,서울문화사,2021,1,9.79116E+12,77490,527.386,41
211,웃소,원작: 웃소 ;그림: 박강호,미래엔,2021,3,9.79117E+12,77810,810,41
211,내일은 실험왕 :본격 대결 과학실험 만화 시즌2,글: 스토리 a. ;그림: 홍종현,미래엔,2021,27,9.79117E+12,77400,400,41
211,곤충보다 작아진 정브르 :생물 학습 만화,원작: 정브르 ;그림: 강신영,겜툰,2022,1,9.79117E+12,77490,491,41
211,파뿌리24 18,"파뿌리 (원작), 백승하 (글), 이정태 (그림), 샌드박스네트워크 (감수)",겜툰,2024,18,9.79117E+12,,,41
211,(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ,"글: 백종원,그림: 이정태",위즈덤하우스 미디어그룹,2019,3,9.79119E+12,74900,594,41
211,SCP 재단 :확보하고 격리하고 보호하라,"저자: 올드스테어즈 편집부,Team. StoryG",Old Stairs,2021,6,9.79119E+12,77000,187,41
211,(설민석의) 그리스 로마 신화 대모험,"글: 설민석,라임스튜디오",Dankkum i(단꿈아이),2022,1,9.79119E+12,77890,219,41
211,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,2,9.7912E+12,74910,911,41
227,아무거나 문방구 :정은정 동화,지은이: 정은정 ;그린이: 유시연,창비,2024,1,9.78894E+12,73810,813.6,40
227,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,59,9.78895E+12,77720,711.4,40
227,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,26,9.78895E+12,74800,219,40
227,(권일용 프로파일러의) 사라진 셜록 홈즈,글: 한주이 ;원작: 아서 코난 도일,아울북(북이십일 아울북),2023,1,9.78895E+12,74810,813.7,40
227,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,6,9.78895E+12,74900,980.2,40
227,우리들의 MBTI 2 : 친구 관계 - 나의 성격을 이해하고 더 멋진 내가 되는,"조수연 (지은이), 소윤 (그림)",다산어린이,2022,2,9.79113E+12,,,40
227,흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트,원작: 흔한남매 ;그림: 유희석,다산북스,2021,5,9.79113E+12,,710,40
227,우리들의 MBTI 5 : 진로 선택 - 나의 성격을 이해하고 더 멋진 내가 되는,"조수연 (지은이), 소윤 (그림)",다산어린이,2023,5,9.79113E+12,,,40
227,놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,2016,6,9.79116E+12,67400,408,40
227,놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,2016,8,9.79116E+12,67400,408,40
227,(신기한 맛) 도깨비 식당,"김용세,센개 그림",꿈터,2022,5,9.79117E+12,74810,813.7,40
227,변호사 어벤저스 :어린이 법학 동화,글: 고희정 ;그림: 최미란,가나문화콘텐츠,2024,2,9.79117E+12,74810,360,40
227,변비 탐정 실룩,이나영 글 ;박소연 그림,인플루엔셜,2023,1,9.79117E+12,74810,813.7,40
227,슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식,슈뻘맨 원작 ;류수형 그림,미래엔,2023,3,9.79117E+12,77400,400,40
227,곤충보다 작아진 정브르 :생물 학습 만화,원작: 정브르 ;그림: 강신영,겜툰,2022,4,9.79117E+12,77490,491,40
227,브레드이발소 =Bread barbershop,원작·그림: 몬스터스튜디오,한솔수북,2020,3,9.79117E+12,77810,813.7,40
227,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,32,9.79117E+12,74900,980.2,40
227,(빨간내복야코) 안 읽으면 완전 위험한 과학책,빨간내복야코 원작 ;이영아 그림,위즈덤하우스,2024,1,9.79117E+12,77400,400,40
227,(타키·포오의) 이세계 여행사,원작: 캐릭온TV ;그림: 이지운,대원키즈,2023,7,9.79117E+12,77810,810,40
227,슈뻘맨의 숨은 과학 찾기 :엉뚱 도전 속에 숨은 과학 상식,슈뻘맨 원작 ;류수형 그림,미래엔,2023,5,9.79117E+12,77400,400,40
227,SCP 재단 :확보하고 격리하고 보호하라,"저자: 올드스테어즈 편집부,Team. StoryG",Old Stairs,2021,7,9.79119E+12,77000,187,40
227,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",Dankkum i(단꿈아이),2022,23,9.79119E+12,74910,911,40
227,백앤아 1 : 미스터리 100층 감옥 - 교양이 층층 쌓이는 점프 맵,"백앤아 (원작), 안성훈 (글), 돌만 (그림)",샌드박스스토리 키즈,2023,1,9.79119E+12,,,40
227,급식왕 go,원작: 급식왕 ;그림: 구은미,샌드박스네트워크,2022,9,9.79119E+12,74810,810,40
227,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,17,9.79119E+12,77900,909,40
227,채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식,"글: 채사장,그림: 정용환",Dolphin Books(돌핀북),2021,10,9.79119E+12,74900,1,40
227,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,3,9.7912E+12,74910,911,40
227,똥볶이 할멈 :K-히어로 판타지,글: 강효미 ;그림: 김무연,따끈따끈책방,2021,6,9.7912E+12,74810,813.7,40
255,위풍당당 여우 꼬리,손원평 글 ;만물상 그림,창비,2021,1,9.78894E+12,74810,813.7,39
255,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,35,9.78895E+12,74800,219,39
255,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,25,9.78895E+12,74800,219,39
255,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,28,9.78895E+12,74800,219,39
255,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,3,9.78895E+12,74900,980.2,39
255,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,1,9.78895E+12,74810,813.7,39
255,비밀요원 레너드,글: 박설연 ;그림: 김덕영,아울북(북이십일 아울북),2022,14,9.78895E+12,74810,813.7,39
255,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,16,9.78895E+12,74900,980.2,39
255,버섯도리 버섯탐정 2 - 사건의 실체,"버섯도리 (원작), 박종은 (글), 주영휘 (그림), 샌드박스 네트워크 (감수)",키즈아이콘(아이코닉스),2024,2,9.78896E+12,,,39
255,수상한 이웃집 시노다,도미야스 요코 글 ;송지현 옮김,다산북스,2023,2,9.79113E+12,74830,833.6,39
255,놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,2016,9,9.79116E+12,67400,408,39
255,에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,2020,9,9.79117E+12,77490,472,39
255,내일은 실험왕 :본격 대결 과학실험 만화 시즌2,글: 스토리 a. ;그림: 홍종현,미래엔,2021,29,9.79117E+12,77400,400,39
255,곤충보다 작아진 정브르 :생물 학습 만화,원작: 정브르 ;그림: 강신영,겜툰,2022,2,9.79117E+12,77490,491,39
255,민쩌미의 쩜그레,원작: 민쩌미 ;그림: 라임스튜디오,겜툰,2023,1,9.79117E+12,77800,810,39
255,민쩌미의 쩜그레,원작: 민쩌미 ;그림: 라임스튜디오,겜툰,2023,3,9.79117E+12,77800,810,39
255,타키포오 코믹 어드벤처,원작: 캐릭온TV ;그림: 김규태,대원씨아이,2023,5,9.79117E+12,77810,810,39
255,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,15,9.79119E+12,77900,909,39
255,(설민석의) 우리 고전 대모험,"글: 설민석,그림: 강신영",Dankkum i(단꿈아이),2024,1,9.79119E+12,74810,813.5,39
255,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,4,9.7912E+12,74910,911,39
275,흔한남매 과학 탐험대 5 : 물리 1,"흔한남매 (원작), 이현진, 닥터 스코 (글), 김덕영 (그림), 김희목 (감수), 김희목, 정현철, 권경아, 최진수 (기획)",주니어김영사,2022,5,9.78893E+12,,,38
275,놓지 마 어휘 :한자어,"신태훈,나승훈 글·그림",김영사,2021,2,9.78893E+12,77700,714,38
275,푸른 사자 와니니 :이현 장편동화,지은이: 이현 ;그린이: 오윤화,창비,2015,305,9.78894E+12,73810,813.7,38
275,달콤 짭짤 코파츄 :다영 과학동화,지은이: 다영 ;그린이: 밤코,창비,2023,2,9.78894E+12,73400,400,38
275,비밀요원 레너드,글: 박설연 ;그림: 김덕영,아울북(북이십일 아울북),2022,13,9.78895E+12,74810,813.7,38
275,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,56,9.78895E+12,77720,711.4,38
275,비밀요원 레너드,글: 박설연 ;그림: 김덕영,아울북(북이십일 아울북),2022,15,9.78895E+12,74810,813.7,38
275,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,23,9.78895E+12,74800,219,38
275,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,4,9.78895E+12,74900,980.2,38
275,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,13,9.78895E+12,74900,980.2,38
275,호랑이 빵집,글: 서지원 ;그림: 홍그림,지학사,2023,1,9.79116E+12,74810,813.7,38
275,"어느 날, 노비가 되었다","글: 지은지,그림: 유영근",지학사,2022,3,9.79116E+12,74810,813.7,38
275,호랑이 빵집,글: 서지원 ;그림: 홍그림,지학사,2023,3,9.79116E+12,74810,813.7,38
275,수상한 놀이공원 천옥원,글: 히로시마 레이코 ;옮긴이: 김정화,길벗스쿨,2023,,9.79116E+12,73830,833.6,38
275,에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,2020,5,9.79116E+12,77490,472,38
275,흔한남매 겨울밤 대소동 :흔한남매 스페셜 에디션 겨울 ,원작: 흔한남매 ;그림: 유난희,미래엔,2021,,9.79116E+12,77810,810,38
275,(비마이펫) 멍냥연구소 :온 세상 반려가족 필수 반려동물 교양만화,원작: 비마이펫 ;박지영,서울문화사,2021,3,9.79116E+12,77490,527.386,38
275,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,9,9.79117E+12,74510,510,38
275,에그박사와 공룡 에그 ,원작: 에그박사 ;그림: 도니패밀리,미래엔,2023,,9.79117E+12,77490,457,38
275,웃소,원작: 웃소 ;그림: 박강호,미래엔,2021,9,9.79117E+12,77810,810,38
275,브레드이발소 =Bread barbershop,원작·그림: 몬스터스튜디오,한솔수북,2020,2,9.79117E+12,77810,813.7,38
275,SCP 재단 :확보하고 격리하고 보호하라,"저자: 올드스테어즈 편집부,Team. StoryG",Old Stairs,2021,9,9.79117E+12,77000,187,38
275,비밀요원 레너드,글: 박설연 ;그림: 김덕영,아울북(북이십일 아울북),2022,21,9.79117E+12,74810,813.7,38
275,토깽이네 경제 오락실,원작: 토깽이네 ;그림: 유희석,위즈덤하우스,2023,1,9.79117E+12,77320,320,38
275,빨간내복야코 맞춤법 절대 안 틀리는 책,빨간내복야코 원작 ;이영아 그림,위즈덤하우스,2024,1,9.79117E+12,73710,711,38
275,에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,2020,14,9.79117E+12,77490,472,38
275,이상한 무인 아이스크림 가게 ,서아람 글 ;안병현 그림,라곰스쿨,2023,,9.79119E+12,73810,813.7,38
275,(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ,"글: 백종원,그림: 이정태",위즈덤하우스 미디어그룹,2019,7,9.79119E+12,74900,594,38
275,빨간내복야코,원작: 빨간내복야코 ;글·그림: 서후,샌드박스네트워크,2023,2,9.79119E+12,74810,810,38
275,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,18,9.79119E+12,77900,909,38
275,급식왕 go,원작: 급식왕 ;그림: 구은미,샌드박스네트워크,2022,7,9.7912E+12,74810,810,38
306,말이야와 친구들 =Mari and friends,원작: 말이야와 친구들 ;그림: 이혜림,주니어김영사,2021,1,9.78893E+12,77810,813.7,37
306,(흔한 남매) 세계사 탐험대,"원작: 흔한남매,그림: 팀키즈",김영사,2024,1,9.78893E+12,77900,909,37
306,푸른 사자 와니니 :이현 장편동화,지은이: 이현 ;그린이: 오윤화,창비,2015,280,9.78894E+12,73810,813.7,37
306,Go go 카카오프렌즈 :자연탐사,글: 조주희 ;이혜림,아울북(북이십일 아울북),2022,1,9.78895E+12,74400,472,37
306,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,13,9.78895E+12,74800,219,37
306,정재승의 인류 탐험 보고서,"글: 차유진,그림: 김현민",아울북(북이십일 아울북),2021,9,9.78895E+12,74400,471,37
306,긴긴밤 ,루리 글·그림,문학동네,2021,,9.78895E+12,73810,813.7,37
306,별의 커비 :푸푸푸 히어로,"만화: 아오키 케이,번역: 김지영",다산북스,2023,1,9.79113E+12,77830,830,37
306,온 더 볼 =On the ball,성완 글 ;돌만 그림,다산북스,2023,4,9.79113E+12,74810,813.7,37
306,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,19,9.79116E+12,73830,833.6,37
306,에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화,원작: 에그박사 ;그림: 홍종현,Mirae N 아이세움,2021,1,9.79116E+12,77490,472,37
306,정브르의 파충류일기 - 생생체험 자연관찰,"정브르 (지은이), 샌드박스 네트워크 (감수)",서울문화사,2022,,9.79116E+12,,,37
306,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,8,9.79117E+12,74510,510,37
306,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,18,9.79117E+12,74510,510,37
306,흔한남매 수수께끼 어드벤처 3,"흔한남매 (원작), 노지영 (글), 도니패밀리 (그림), 흔한컴퍼니, 정재형 (감수)",미래엔아이세움,2023,3,9.79117E+12,,,37
306,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,2020,12,9.79117E+12,77890,219,37
306,파뿌리24 15,"파뿌리 (원작), 백승하 (글), 이정태 (그림), 샌드박스 네트워크 (감수)",겜툰,2023,15,9.79117E+12,,,37
306,코믹 메이플 스토리 수학도둑 96 - 국내 최초 수학논술만화,"송도수 (지은이), 서정 엔터테인먼트 (그림), 여운방 (감수)",서울문화사,2023,96,9.79117E+12,,,37
306,물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,글: 김하연 ;그림: 정순규,아울북(북이십일 아울북),2023,1,9.79117E+12,74400,420,37
306,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,22,9.79119E+12,77900,909,37
306,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",Dankkum i(단꿈아이),2022,30,9.79119E+12,74910,911,37
306,채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식,"글: 채사장,그림: 정용환",Dolphin Books(돌핀북),2021,9,9.79119E+12,74900,1,37
306,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",Dankkum i(단꿈아이),2022,24,9.7912E+12,74910,911,37
329,말이야와 친구들 =Mari and friends,원작: 말이야와 친구들 ;그림: 이혜림,주니어김영사,2021,6,9.78893E+12,77810,813.7,36
329,놓지 마 어휘 :한자어,"신태훈,나승훈 글·그림",김영사,2021,1,9.78893E+12,77700,714,36
329,아홉 살 마음 사전 ,박성우 글 ;김효은 그림,창비,2017,,9.78894E+12,73710,181,36
329,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,5,9.78895E+12,74900,980.2,36
329,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,5,9.78895E+12,74810,813.7,36
329,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,11,9.78895E+12,74900,980.2,36
329,정재승의 인류 탐험 보고서,"글: 차유진,그림: 김현민",아울북(북이십일 아울북),2021,1,9.78895E+12,74400,471,36
329,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,4,9.78896E+12,74510,510,36
329,백만 유튜버 구드래곤 ,박현숙 글 ;이경석 그림,다산북스,2024,5,9.79113E+12,74810,813.7,36
329,우리들의 MBTI 4 : 학습 유형 - 나의 성격을 이해하고 더 멋진 내가 되는,조수연,다산어린이,2023,4,9.79113E+12,,,36
329,(전설의 모험왕) 엉덩이 댄디 :the young,원작·감수: 트롤 ;옮긴이: 김정화,미래엔,2021,2,9.79116E+12,77830,830,36
329,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,19,9.79117E+12,74910,911,36
329,(시원하게 도와주는) 북극곰 센터 ,황지영 글 ;박소연 그림,인플루엔셜,2024,,9.79117E+12,74810,813.7,36
329,파뿌리24 17,"파뿌리 (원작), 백승하 (글), 이정태 (그림), 샌드박스네트워크 (감수)",겜툰,2024,17,9.79117E+12,,,36
329,SCP 재단 :확보하고 격리하고 보호하라,"저자: 올드스테어즈 편집부,Team. StoryG",Old Stairs,2021,8,9.79117E+12,77000,187,36
329,Go go 카카오프렌즈 :자연탐사,글: 조주희 ;이혜림,아울북(북이십일 아울북),2022,5,9.79117E+12,74400,472,36
329,(비밀요원 레너드) 우리말 사무소 :초등 필수 어휘,글: 이향안 ;그림: 라임스튜디오,아울북(북이십일 아울북),2024,1,9.79117E+12,74810,710,36
329,(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ,"글: 백종원,그림: 이정태",위즈덤하우스 미디어그룹,2019,6,9.79119E+12,74900,594,36
329,SCP 재단 :확보하고 격리하고 보호하라,"저자: 올드스테어즈 편집부,Team. StoryG",Old Stairs,2021,4,9.79119E+12,77000,187,36
329,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,2,9.79119E+12,77820,823.5,36
329,민쩌미,원작: 민쩌미 ;권수영,샌드박스네트워크,2022,2,9.79119E+12,74810,810,36
329,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,16,9.79119E+12,77820,823.5,36
351,인싸가족 vs 인싸스쿨 :핵인싸 코믹 가족 시트콤,원작: 인싸가족 ;채색: 김란희,예림당,2022,1,9.78893E+12,74800,31,35
351,말이야와 친구들 =Mari and friends,원작: 말이야와 친구들 ;그림: 이혜림,주니어김영사,2021,2,9.78893E+12,77810,813.7,35
351,내 멋대로 반려동물 뽑기 ,최은옥 글 ;김무연 그림,김영사,2020,,9.78893E+12,73810,813.7,35
351,위풍당당 여우 꼬리,손원평 글 ;만물상 그림,창비,2021,2,9.78894E+12,74810,813.7,35
351,언제나 다정 죽집 ,우신영 글 ;서영 그림,비룡소,2024,113,9.78895E+12,74800,813.7,35
351,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,53,9.78895E+12,77720,711.4,35
351,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,31,9.78895E+12,74800,219,35
351,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,55,9.78895E+12,77720,711.4,35
351,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,9,9.78895E+12,74900,980.2,35
351,(정재승의) 인간 탐구 보고서,"글: 정재은,특대호 원고: 오경은",아울북(북이십일 아울북),2019,9,9.78895E+12,74400,511,35
351,Go go 카카오프렌즈 :자연탐사,글: 조주희 ;이혜림,아울북(북이십일 아울북),2022,2,9.78895E+12,74400,472,35
351,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,18,9.78895E+12,74900,980.2,35
351,낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,2022,4,9.79113E+12,74810,813.7,35
351,천재 의사 시건방 :슈퍼 초능력 판타지,글: 강효미 ;그림: 유영근,머스트비,2024,1,9.79116E+12,74810,813.7,35
351,(전설의 모험왕) 엉덩이 댄디 :the young,원작·감수: 트롤 ;옮긴이: 김정화,미래엔,2021,1,9.79116E+12,77830,830,35
351,고민을 들어줘 닥터 별냥,이지음 글 ;문채빈 그림,꿈터,2023,1,9.79117E+12,74810,813.7,35
351,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,14,9.79117E+12,74510,510,35
351,토깽이네 지구 구출 대작전,원작: 토깽이네 ;그림: 양선모,위즈덤하우스,2023,7,9.79117E+12,77470,539,35
351,변비 탐정 실룩,이나영 글 ;박소연 그림,인플루엔셜,2023,2,9.79117E+12,74810,813.7,35
351,(전설의 모험왕) 엉덩이 댄디 :the young,원작·감수: 트롤 ;옮긴이: 김정화,미래엔,2021,3,9.79117E+12,77830,830,35
351,코믹 메이플 스토리 수학도둑 99 - 국내 최초 수학논술만화,"송도수 (지은이), 서정 엔터테인먼트 (그림), 여운방 (감수)",서울문화사,2024,99,9.79117E+12,,,35
351,물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,글: 김하연 ;그림: 정순규,아울북(북이십일 아울북),2023,3,9.79117E+12,74400,420,35
351,비밀요원 레너드,글: 박설연 ;그림: 김덕영,아울북(북이십일 아울북),2022,17,9.79117E+12,74810,813.7,35
351,(비밀요원 레너드) 추억의 놀이 대작전,글: 한리라 ;그림: 퍼니툰,아울북(북이십일 아울북),2024,1,9.79117E+12,74810,813.7,35
351,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,31,9.79117E+12,74900,980.2,35
351,무적 이순신,"글: 박지연,그림: 정수영",아울북(북이십일 아울북),2023,2,9.79117E+12,77990,998.3,35
351,(비밀요원 레너드) 우리말 사무소 :초등 필수 어휘,글: 이향안 ;그림: 라임스튜디오,아울북(북이십일 아울북),2024,2,9.79117E+12,74810,710,35
351,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,정수영",아울북,2005,64,9.79117E+12,77720,711.4,35
351,빨간내복야코 맞춤법 절대 안 틀리는 책,빨간내복야코 원작 ;이영아 그림,위즈덤하우스,2024,2,9.79117E+12,73710,711,35
351,(타키·포오의) 이세계 여행사,원작: 캐릭온TV ;그림: 이지운,대원키즈,2023,6,9.79117E+12,77810,810,35
351,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,9,9.79119E+12,77900,909,35
351,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",Dankkum i(단꿈아이),2022,22,9.79119E+12,74910,911,35
351,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,14,9.79119E+12,77900,909,35
351,채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식,"글: 채사장,그림: 정용환",Dolphin Books(돌핀북),2021,11,9.79119E+12,74900,1,35
351,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,1,9.7912E+12,74910,911,35
351,급식왕 GO 6,"급식왕 (지은이), 최재연 (글), 서후, 구은미 (그림), 박병규 (감수)",샌드박스스토리 키즈,2022,6,9.7912E+12,,,35
351,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,16,9.7912E+12,77900,909,35
388,메멘과 모리 ,요시타케 신스케 글·그림 ;권남희 옮김,김영사,2024,,9.78893E+12,77830,833.6,34
388,김영하의 세계문학 원정대,기획 및 해설: 김영하 ;정보 글: 김지혜,김영사,2023,2,9.78893E+12,77800,809,34
388,놓지 마 속담 1 - 일상생활,"신태훈 (지은이), 나승훈 (그림), 정상은 (감수)",주니어김영사,2023,1,9.78893E+12,,,34
388,흔한남매 과학 탐험대 6 : 물리 2,"흔한남매 (원작), 이현진, 닥터 스코 (글), 김덕영 (그림), 김희목 (감수), 김희목, 정현철, 권경아, 최진수 (기획)",주니어김영사,2022,6,9.78893E+12,,,34
388,달콤 짭짤 코파츄 :다영 과학동화,지은이: 다영 ;그린이: 밤코,창비,2023,1,9.78894E+12,73400,400,34
388,위풍당당 여우 꼬리,손원평 글 ;만물상 그림,창비,2021,6,9.78894E+12,73810,813.7,34
388,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,24,9.78895E+12,74900,980.2,34
388,(정재승의) 인간 탐구 보고서,"글: 정재은,특대호 원고: 오경은",아울북(북이십일 아울북),2019,14,9.78895E+12,74400,511,34
388,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,21,9.78895E+12,74900,980.2,34
388,별이 빛나는 고양이 마을 - 고양이와 스프,"히요 (지은이), 고양이와 스프 (원작), 루체 (그림)",다산어린이,2023,,9.79113E+12,,,34
388,수상한 이웃집 시노다,도미야스 요코 글 ;송지현 옮김,다산북스,2023,6,9.79113E+12,74830,833.6,34
388,후덜덜 식당 ,글: 강효미 ;그림: 유영근,지학사,2023,1,9.79116E+12,74810,813.7,34
388,후덜덜 식당 ,글: 강효미 ;그림: 유영근,지학사,2023,3,9.79116E+12,74810,813.7,34
388,에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,2020,6,9.79117E+12,77490,472,34
