순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수
388,(전설의 모험왕) 엉덩이 댄디 :the young,원작·감수: 트롤 ;옮긴이: 김정화,미래엔,2021,6,9.79117E+12,77830,830,34
388,해수면 상승에서 살아남기,글: 곰돌이co. ;그림: 한현동,미래엔,2023,64,9.79117E+12,77470,539,34
388,(이진우 기자의) 몬말리는 경제 모험 :어린이를 위한 사회탐구 프로젝트,"글: 글몬,그림: 지문",아울북(북이십일 아울북),2023,1,9.79117E+12,74300,320,34
388,물리박사 김상욱의 수상한 연구실 :어린이를 위한 세상의 모든 과학,글: 김하연 ;그림: 정순규,아울북(북이십일 아울북),2023,4,9.79117E+12,74400,420,34
388,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,30,9.79117E+12,74900,980.2,34
388,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,34,9.79117E+12,74900,980.2,34
388,(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식,원작: 흔한남매 ;그림: 도니패밀리,미래엔,2022,5,9.79117E+12,77030,388,34
388,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,10,9.79119E+12,74910,911,34
388,백앤아 :교양이 층층 쌓이는 점프 맵,원작: 백앤아 ;그림: 돌만,샌드박스네트워크,2023,8,9.79119E+12,77810,31,34
411,놓지 마 맞춤법,"신태훈,나승훈 글·그림",김영사,2023,3,9.78893E+12,77700,711,33
411,혹시나 세탁소,이은재 글 ;고형주 그림,김영사,2024,1,9.78893E+12,73810,813.7,33
411,김영하의 세계문학 원정대,기획 및 해설: 김영하 ;정보 글: 김지혜,김영사,2023,1,9.78893E+12,77800,809,33
411,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,25,9.78895E+12,74900,980.2,33
411,(권일용 프로파일러의) 사라진 셜록 홈즈,글: 한주이 ;원작: 아서 코난 도일,아울북(북이십일 아울북),2023,2,9.78895E+12,74810,813.7,33
411,(정재승의) 인간 탐구 보고서,"글: 정재은,특대호 원고: 오경은",아울북(북이십일 아울북),2019,11,9.78895E+12,74400,511,33
411,(정재승의) 인간 탐구 보고서,"글: 정재은,특대호 원고: 오경은",아울북(북이십일 아울북),2019,13,9.78895E+12,74400,511,33
411,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,1,9.78895E+12,74900,980.2,33
411,(정재승의) 인간 탐구 보고서,"글: 정재은,특대호 원고: 오경은",아울북(북이십일 아울북),2019,10,9.78895E+12,74400,511,33
411,긴긴밤 ,루리 글·그림,문학동네,2021,83,9.78895E+12,73810,813.7,33
411,(빈대 가족의) 놀면 뭐 하니? :대한민국 공식 짠돌이 빈대 가족에게 배우는 경제 지혜 ,글: 스토리박스 ;그림: 류수형,재미북스,2021,38,9.78896E+12,77320,320,33
411,(버섯도리) 버섯탐정,원작: 버섯도리 ;그림: 주영휘,Iconix(아이코닉스),2023,1,9.78896E+12,77810,691,33
411,축구 감독 구드래곤 ,박현숙 글 ;이경석 그림,다산북스,2023,4,9.79113E+12,74810,813.7,33
411,낭만 강아지 봉봉,홍민정 글 ;김무연 그림,다산북스,2022,3,9.79113E+12,74810,813.7,33
411,흔한남매 흔한 MBTI - 믿거나 말거나 나에게 어울리는 직업,"김승자, 정미화 (지은이), 흔한남매 (원작), 투윙스, 유영근 (그림), 흔한컴퍼니 (감수)",대원키즈,2021,,9.79114E+12,,,33
411,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,3,9.79116E+12,74830,833.6,33
411,(이상한 과자 가게) 전천당,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2019,18,9.79116E+12,73830,833.6,33
411,내일은 실험왕 :본격 대결 과학실험 만화,"글: 곰돌이 co. ,그림: 홍종현",미래엔,2011,50,9.79116E+12,77400,400,33
411,놓지 마 과학!,"글, 그림: 신태훈,나승훈",위즈덤하우스,2020,10,9.79117E+12,67400,408,33
411,토깽이네 지구 구출 대작전,원작: 토깽이네 ;그림: 양선모,위즈덤하우스,2021,5,9.79117E+12,77470,539,33
411,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,39,9.79117E+12,77400,507.5,33
411,웃소,원작: 웃소 ;그림: 박강호,미래엔,2021,10,9.79117E+12,77810,810,33
411,쿠키런 킹덤 18 : 폭풍 전야의 쿠키 대륙,"김강현 (지은이), 김기수 (그림)",서울문화사,2024,18,9.79117E+12,,,33
411,(비마이펫) 멍냥연구소 :온 세상 반려가족 필수 반려동물 교양만화,원작: 비마이펫 ;박지영,서울문화사,2021,5,9.79117E+12,74490,527.386,33
411,코믹 메이플 스토리 수학도둑 97 - 국내 최초 수학논술만화,"송도수 (지은이), 서정 엔터테인먼트 (그림), 여운방 (감수)",서울문화사,2023,97,9.79117E+12,,,33
411,타키포오 코믹 어드벤처,원작: 캐릭온TV ;그림: 김규태,대원씨아이,2023,3,9.79117E+12,77810,810,33
411,Go go 카카오프렌즈 :자연탐사,글: 조주희 ;이혜림,아울북(북이십일 아울북),2022,8,9.79117E+12,74400,472,33
411,Go go 카카오프렌즈 :자연탐사,글: 조주희 ;이혜림,아울북(북이십일 아울북),2022,9,9.79117E+12,74400,472,33
411,(타키·포오의) 이세계 여행사,원작: 캐릭온TV ;그림: 이지운,대원키즈,2023,4,9.79117E+12,77810,810,33
411,천하무적 개냥이 수사대 :시즌2,이승민 글 ;윤태규 그림,위즈덤하우스,2023,22,9.79117E+12,74810,813.7,33
411,이상한 무인 문구점 ,서아람 글 ;안병현 그림,라곰스쿨,2023,2,9.79119E+12,77810,813.7,33
411,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,4,9.79119E+12,77820,823.5,33
411,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,7,9.79119E+12,77820,823.5,33
411,(설민석의) 우리 고전 대모험,"글: 설민석,그림: 강신영",Dankkum i(단꿈아이),2024,3,9.79119E+12,74810,813.5,33
411,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,1,9.7912E+12,77820,823.5,33
446,내 멋대로 아빠 뽑기 ,최은옥 글 ;김무연 그림,김영사,2017,,9.78893E+12,73810,813.7,32
446,내 인생 최악의 일주일,"지은이: 이바 아모리스,옮긴이: 김영진",비룡소,2024,1,9.78895E+12,74800,843,32
446,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,2,9.78895E+12,74800,219,32
446,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,8,9.78895E+12,74900,980.2,32
446,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,17,9.78895E+12,74900,980.2,32
446,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,22,9.78895E+12,74900,980.2,32
446,놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,2016,1,9.78896E+12,67400,408,32
446,별의 커비 :푸푸푸 히어로,"만화: 아오키 케이,번역: 김지영",다산북스,2023,2,9.79113E+12,77830,830,32
446,온 더 볼 =On the ball,성완 글 ;돌만 그림,다산북스,2023,3,9.79113E+12,74810,813.7,32
446,별이 빛나는 고양이 마을 2 : 아기 고양이를 부탁해!,"히요 (지은이), 고양이와 스프 (원작), 루체 (그림)",다산어린이,2024,2,9.79113E+12,,,32
446,온 더 볼 =On the ball,성완 글 ;돌만 그림,다산북스,2023,1,9.79113E+12,74810,813.7,32
446,온 더 볼 =On the ball,성완 글 ;돌만 그림,다산북스,2023,2,9.79113E+12,74810,813.7,32
446,쌍둥이 탐정 똥똥구리,글: 류미원 ;그림: 이경석,초록개구리,2022,1,9.79116E+12,74810,813.7,32
446,"어느 날, 노비가 되었다","글: 지은지,그림: 유영근",지학사,2022,1,9.79116E+12,74810,813.7,32
446,기묘한 모모 한약방,히로시마 레이코 글 ;김난주 옮김,미래엔,2021,1,9.79116E+12,74830,833.6,32
446,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,17,9.79117E+12,74910,911,32
446,백 번 산 고양이 백꼬선생,정연철 글 ;오승민 그림,우리학교,2022,4,9.79117E+12,73810,813.7,32
446,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,10,9.79117E+12,74510,510,32
446,의사 어벤저스 :어린이 의학 동화,글: 고희정 ;그림: 조승연,가나문화콘텐츠,2021,11,9.79117E+12,74510,510,32
446,귀귀당 :귀하고 귀한 단맛,글: 박현숙 ;그림: 신소현,인플루엔셜,2024,1,9.79117E+12,74810,813.7,32
446,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,36,9.79117E+12,77400,507.5,32
446,(전설의 모험왕) 엉덩이 댄디 :the young,원작·감수: 트롤 ;옮긴이: 김정화,미래엔,2021,5,9.79117E+12,77830,830,32
446,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,2020,11,9.79117E+12,77890,219,32
446,환생학교 요괴반 :웃소의 판타지 미션 코믹북,원작: 웃소 ;그림: 파키나미,미래엔,2023,3,9.79117E+12,77810,810,32
446,해수면 상승에서 살아남기,글: 곰돌이co. ;그림: 한현동,미래엔,2023,65,9.79117E+12,77470,539,32
446,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,42,9.79117E+12,77400,507.5,32
446,민쩌미의 쩜그레,원작: 민쩌미 ;그림: 라임스튜디오,겜툰,2023,2,9.79117E+12,77800,810,32
446,곤충보다 작아진 정브르 :생물 학습 만화,원작: 정브르 ;그림: 강신영,겜툰,2022,6,9.79117E+12,77490,491,32
446,민쩌미의 쩜그레 7,"배아이 (지은이), 민쩌미 (원작), 라임스튜디오 (그림), 샌드박스네트워크 (감수)",겜툰,2024,7,9.79117E+12,,,32
446,비마이펫 멍냥연구소 4,"비마이펫 (원작), 최진규 (만화)",서울문화사,2022,4,9.79117E+12,,,32
446,왔구마 :고구마구마,"글: 조주희,이두희",킨더랜드,2023,5,9.79117E+12,74810,813.7,32
446,무적 이순신,"글: 박지연,그림: 정수영",아울북(북이십일 아울북),2023,1,9.79117E+12,77990,998.3,32
446,비밀요원 레너드 과학X파일,글: 김정욱 ;정보 글: 서원호,아울북(북이십일 아울북),2023,1,9.79117E+12,77400,400,32
446,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,33,9.79117E+12,74900,980.2,32
446,타키포오 코믹 어드벤처,원작: 캐릭온TV ;그림: 김규태,대원씨아이,2024,4,9.79117E+12,77810,810,32
446,타키 포오의 코믹 어드벤처 6 - 캐릭온TV 오리지널 코믹스,"캐릭온TV (원작), 안도감 (글), 김규태 (그림)",대원키즈,2024,6,9.79117E+12,,,32
446,이상한 무인 편의점 ,서아람 글 ;안병현 그림,라곰스쿨,2024,3,9.79119E+12,77810,813.7,32
446,(백종원의) 도전 요리왕 :음식으로 맛보는 세계 역사 문화 체험 ,"글: 백종원,그림: 이정태",위즈덤하우스 미디어그룹,2019,1,9.79119E+12,74900,594,32
446,SCP 재단 :확보하고 격리하고 보호하라,"저자: 올드스테어즈 편집부,Team. StoryG",Old Stairs,2021,2,9.79119E+12,77000,187,32
446,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,13,9.79119E+12,77900,909,32
446,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,3,9.79119E+12,77820,823.5,32
446,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",Dankkum i(단꿈아이),2022,31,9.79119E+12,74910,911,32
446,채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식,"글: 채사장,그림: 정용환",Dolphin Books(돌핀북),2021,8,9.79119E+12,74900,1,32
446,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,4,9.7912E+12,77900,909,32
446,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,6,9.7912E+12,77900,909,32
491,에그박사의 역대급 사파리 :충격 주의! 별/별/능/력 생물도감 ,에그박사 원작 ;유남영 그림,다락원,2024,,9.78893E+12,73490,491,31
491,(내 멋대로) 친구 뽑기 ,최은옥 글 ;김무연 그림,김영사,2016,,9.78893E+12,73810,813.7,31
491,달콤 짭짤 코파츄 :다영 과학동화,지은이: 다영 ;그린이: 밤코,창비,2023,3,9.78894E+12,73400,400,31
491,팥빙수 눈사람 펑펑 :나은 동화,지은이: 나은 ;그린이: 보람,창비,2024,1,9.78894E+12,73810,813.7,31
491,내 인생 최악의 일주일,"지은이: 이바 아모리스,옮긴이: 김영진",비룡소,2024,2,9.78895E+12,74800,843,31
491,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,39,9.78895E+12,74800,219,31
491,벌거벗은 한국사 :초등학생이 꼭 알아야 할 필수 한국사,"글: 윤진숙,그림: 이효실",아울북(북이십일 아울북),2023,1,9.78895E+12,74910,911,31
491,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,5,9.78895E+12,74800,219,31
491,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,21,9.78895E+12,74800,219,31
491,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,24,9.78895E+12,74800,219,31
491,그리스 로마 신화,"글: 박시연,정보글: 강대진",아울북(북이십일 아울북),2017,27,9.78895E+12,74800,219,31
491,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,14,9.78895E+12,74900,980.2,31
491,비밀요원 레너드,글: 박설연 ;그림: 김덕영,북이십일,2019,9,9.78895E+12,74810,813.7,31
491,비밀요원 레너드,글: 박설연 ;그림: 김덕영,아울북(북이십일 아울북),2022,10,9.78895E+12,74810,813.7,31
491,정재승의 인류 탐험 보고서,"글: 차유진,그림: 김현민",아울북(북이십일 아울북),2021,2,9.78895E+12,74400,471,31
491,어쩔뚱땡! 고구마머리TV :호기심·상상력이 숙쑥 자라나는 과학학습만화,글: 서동건 ;이정태,아울북(북이십일 아울북),2021,3,9.78895E+12,74400,400,31
491,5번 레인 ,은소홀 글 ;노인경 그림,문학동네,2020,82,9.78895E+12,73810,813.7,31
491,수학 탐정스,조인하 글 ;조승연 그림,미래엔,2018,1,9.79116E+12,74410,410,31
491,비밀의 보석 가게 마석관,히로시마 레이코 글 ;김정화 옮김,길벗스쿨,2020,1,9.79116E+12,74830,833.6,31
491,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,29,9.79116E+12,77400,507.5,31
491,(설민석의) 만만 한국사 :재미 만점★효과 만점★한국사 만화 ,"글: 설민석,그림: 김덕영",미래엔,2020,5,9.79116E+12,77910,911,31
491,쿠키런 킹덤,글: 김강현 ;그림: 김기수,서울문화사,2021,2,9.79116E+12,64380,810,31
491,달러구트 꿈 백화점 :주문하신 꿈은 매진입니다 ,지은이: 이미예,팩토리나인,2020,,9.79117E+12,3810,813.7,31
491,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,14,9.79117E+12,74910,911,31
491,오백 년째 열다섯 :김혜정 장편소설 ,글: 김혜정,위즈덤하우스,2022,,9.79117E+12,43810,813.7,31
491,천하무적 개냥이 수사대 :시즌2,이승민 글 ;윤태규 그림,위즈덤하우스,2023,21,9.79117E+12,74810,813.7,31
491,(김민형 교수의) 수학 추리 탐험대 :초등학생을 위한 이야기 수학,글: 김태호 ;그림: 홍승우,인플루엔셜,2024,1,9.79117E+12,74410,410,31
491,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,40,9.79117E+12,77400,507.5,31
491,민쩌미의 쩜그레,원작: 민쩌미 ;그림: 라임스튜디오,겜툰,2023,4,9.79117E+12,77800,810,31
491,민쩌미의 쩜그레,원작: 민쩌미 ;그림: 라임스튜디오,겜툰,2023,6,9.79117E+12,77800,810,31
491,쿠키런 킹덤 17 : 검은 성벽 아래 설원 - 오리지널 레벨업 코믹북,"김강현 (지은이), 김기수 (그림)",서울문화사,2024,17,9.79117E+12,,,31
491,무한의 계단 수학여행 1 - 비지니스맨과 돌멩이의 비밀,"최재훈 (지은이), 무한의 계단 (원작), 김기수 (그림), 장세원, 김준 (감수)",서울문화사,2024,1,9.79117E+12,,,31
491,(비마이펫) 멍냥연구소 :온 세상 반려가족 필수 반려동물 교양만화,원작: 비마이펫 ;박지영,서울문화사,2021,6,9.79117E+12,74490,527.386,31
491,코믹 메이플 스토리 수학도둑 95 - 국내 최초 수학논술만화,"송도수 (지은이), 서정 엔터테인먼트 (그림), 여운방 (감수)",서울문화사,2023,95,9.79117E+12,,,31
491,비밀요원 레너드 과학X파일,글: 김정욱 ;정보 글: 서원호,아울북(북이십일 아울북),2023,2,9.79117E+12,77400,400,31
491,천하무적 개냥이 수사대 :시즌2,이승민 글 ;윤태규 그림,위즈덤하우스,2023,23,9.79117E+12,74810,813.7,31
491,흔한남매,원작: 흔한남매 ;그림: 유난희,미래엔,2019,18,9.79117E+12,77810,810,31
491,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,5,9.79119E+12,77820,823.5,31
491,이상한 무인 사진관 ,서아람 글 ;안병현 그림,라곰스쿨,2024,4,9.79119E+12,77810,813.7,31
491,민쩌미,원작: 민쩌미 ;권수영,샌드박스네트워크,2022,1,9.7912E+12,74810,810,31
531,말이야와 친구들 =Mari and friends,원작: 말이야와 친구들 ;그림: 이혜림,주니어김영사,2021,5,9.78893E+12,77810,813.7,30
531,내 멋대로 동생 뽑기,"최은옥 (지은이), 김무연 (그림)",주니어김영사,2019,,9.78893E+12,73810,813.8,30
531,Go go 카카오프렌즈 :자연탐사,글: 조주희 ;이혜림,아울북(북이십일 아울북),2022,3,9.78895E+12,74400,472,30
531,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,15,9.78895E+12,74900,980.2,30
531,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,19,9.78895E+12,74900,980.2,30
531,최악의 최애 ,김다노 글 ;남수현 그림,다산북스,2024,,9.79113E+12,73810,813.7,30
531,사고뭉치 소방관 오케이,강효미 글 ;김경희 그림,길벗스쿨,2024,1,9.79116E+12,74810,813.7,30
531,수학 탐정스,조인하 글 ;조승연 그림,미래엔,2018,3,9.79116E+12,74410,410,30
531,벚꽃 수영장 ,신현경 글 ;노예지 그림,인플루엔셜,2024,2,9.79117E+12,77810,813.7,30
531,변비 탐정 실룩,이나영 글 ;박소연 그림,인플루엔셜,2023,3,9.79117E+12,74810,813.7,30
531,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,2020,9,9.79117E+12,77890,219,30
531,에그박사 :Egg&bugs,원작: 에그박사 ;그림: 홍종현,미래엔,2020,7,9.79117E+12,77490,472,30
531,(흔한남매) 수수께끼 어드벤처 :수수께끼로 배우는 교과 지식,원작: 흔한남매 ;그림: 도니패밀리,미래엔,2022,3,9.79117E+12,,388,30
531,에그박사의 채집 일기 :스티커로 채집하는 자연 생물 관찰 만화,원작: 에그박사 ;그림: 홍종현,Mirae N 아이세움,2021,3,9.79117E+12,77490,472,30
531,(처음 읽는) 그리스 로마 신화 =First Greek mythology,글: 최설희 ;그림: 한현동,미래엔,2020,10,9.79117E+12,77890,219,30
531,에그박사의 이건 누구 똥?!,원작: 에그박사 ;그림: 김덕영,Mirae N 아이세움,2022,3,9.79117E+12,77490,491,30
531,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,41,9.79117E+12,77400,507.5,30
531,파뿌리 직업 체험 1 : 의사편 - 파뿌리와 함께하는 특별한 직업 체험 만화,"파뿌리 (원작), 김혜련 (글), 이정태 (그림), 샌드박스 네트워크 (감수)",겜툰,2023,1,9.79117E+12,,,30
531,쿠키런 킹덤 15 : 그랜드베리 무역시장 - 오리지널 레벨업 코믹북,"김강현 (지은이), 김기수 (그림)",서울문화사,2023,15,9.79117E+12,,,30
531,쿠키런 킹덤 16 : 열정의 궁전 - 오리지널 레벨업 코믹북,"김강현 (지은이), 김기수 (그림)",서울문화사,2023,16,9.79117E+12,,,30
531,코믹 메이플 스토리 수학도둑 100 - 국내 최초 수학논술만화,"송도수 (지은이), 서정 엔터테인먼트 (그림), 여운방 (감수)",서울문화사,2024,100,9.79117E+12,,,30
531,오백 년째 열다섯 :김혜정 장편소설,글: 김혜정 ;일러스트: 조현아,위즈덤하우스,2023,3,9.79117E+12,43810,813.7,30
531,죽이고 싶은 아이 :이꽃님 장편소설 ,지은이: 이꽃님,우리학교,2021,,9.79119E+12,43810,813.7,30
531,SCP 재단 :확보하고 격리하고 보호하라 ,저자: 올드스테어즈 편집부,Old Stairs,2021,1,9.79119E+12,77000,187,30
531,SCP 재단 :확보하고 격리하고 보호하라,"저자: 올드스테어즈 편집부,Team. StoryG",Old Stairs,2021,3,9.79119E+12,77000,187,30
531,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,10,9.79119E+12,77900,909,30
531,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,13,9.79119E+12,77820,823.5,30
531,민쩌미,원작: 민쩌미 ;권수영,샌드박스네트워크,2022,3,9.79119E+12,74810,810,30
531,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,20,9.79119E+12,77820,823.5,30
531,(설민석의) 그리스 로마 신화 대모험,"글: 설민석,라임스튜디오",Dankkum i(단꿈아이),2022,10,9.79119E+12,77890,219,30
531,흔한남매 과학 탐험대,원작: 흔한남매 ;임혜영,김영사,2021,12,9.79119E+12,77400,400,30
531,설민석의 세계사 대모험,"글: 설민석,그림: 박성일",단꿈아이,2019,5,9.7912E+12,77900,909,30
563,내 멋대로 초능력 뽑기 ,최은옥 글 ;김무연 그림,김영사,2022,,9.78893E+12,73810,813.7,29
563,오은영의 마음 수호대,기획·마음 글: 오은영 ;그림: 파키나미,김영사,2023,2,9.78893E+12,77190,180,29
563,내 멋대로 선생님 뽑기 ,최은옥 글 ;김무연 그림,김영사,2022,,9.78893E+12,73810,813.7,29
563,내 멋대로 산타 뽑기 ,최은옥 글 ;김무연 그림,김영사,2021,,9.78893E+12,73810,813.7,29
563,푸른 사자 와니니 :이현 장편동화,지은이: 이현 ;그린이: 오윤화,창비,2015,316,9.78894E+12,73810,813.7,29
563,마지막 레벨 업 :윤영주 장편동화 ,지은이: 윤영주 ;그린이: 안성호,창비,2021,317,9.78894E+12,73810,813.7,29
563,건방이의 건방진 수련기,천효정 글 ;강경수 그림,비룡소,2015-2018,2,9.78895E+12,74800,813.7,29
563,어쩔뚱땡! 고구마머리TV :호기심·상상력이 숙쑥 자라나는 과학학습만화,글: 서동건 ;이정태,아울북(북이십일 아울북),2021,6,9.78895E+12,74400,400,29
563,Go go 카카오 프렌즈 :세계 역사 문화 체험 학습만화,글: 김미영 ;정보글: 최은하,아울북(북이십일 아울북),2018,10,9.78895E+12,74900,980.2,29
563,놓지 마 과학!,"글·그림: 신태훈,나승훈",위즈덤하우스,2016,5,9.78896E+12,67400,408,29
563,한문철의 어린이 교통안전 :어린이가 스스로 안전을 지키는 그날까지,"글: 유경원,이현구",다산북스,2023,4,9.79113E+12,77300,372.42,29
563,(읽으면서 바로 써먹는) 어린이 신체 관용구 ,글·그림: 한날,파란정원,2021,,9.79116E+12,73710,714,29
563,불편한 편의점 :김호연 장편소설 ,지은이: 김호연,나무옆의자,2021,,9.79116E+12,3810,813.7,29
563,"어느 날, 노비가 되었다","글: 지은지,그림: 유영근",지학사,2022,2,9.79116E+12,74810,813.7,29
563,(추리 천재) 엉덩이 탐정,트롤 글·그림 ;김정화 옮김,미래엔,2016,7,9.79116E+12,74830,833.6,29
563,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,27,9.79116E+12,77400,507.5,29
563,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,30,9.79116E+12,77080,507.5,29
563,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,31,9.79116E+12,77400,507.5,29
563,(설민석의) 만만 한국사 :재미 만점★효과 만점★한국사 만화 ,"글: 설민석,그림: 김덕영",미래엔,2020,1,9.79116E+12,77910,911,29
563,(설민석의) 역사 고민 상담소 :역사 이야기로 고민을 해결하는 스토리텔링 한국사,"글: 설민석,정주연",미래엔,2020,1,9.79116E+12,74910,911,29
563,내일은 발명왕 :본격 대결 과학발명 만화,글: 곰돌이 co. ;그림: 홍종현,Mirae N 아이세움,2011,34,9.79116E+12,77400,507.5,29
563,죽이고 싶은 아이 :이꽃님 장편소설,지은이: 이꽃님,우리학교,2024,2,9.79117E+12,44810,813.7,29
563,오백 년째 열다섯 :김혜정 장편소설,글: 김혜정 ;일러스트: 조현아,위즈덤하우스,2023,2,9.79117E+12,43810,813.7,29
563,(전설의 모험왕) 엉덩이 댄디 :the young,원작·감수: 트롤 ;옮긴이: 김정화,미래엔,2021,4,9.79117E+12,77830,830,29
563,환생학교 요괴반 :웃소의 판타지 미션 코믹북,원작: 웃소 ;그림: 파키나미,미래엔,2023,1,9.79117E+12,77810,810,29
563,정브르의 열대 동물 일기 - 생생체험 자연관찰,"정브르 (지은이), 샌드박스네트워크 (감수)",서울문화사,2024,,9.79117E+12,,,29
563,브레드이발소 =Bread barbershop,원작·그림: 몬스터스튜디오,한솔수북,2020,6,9.79117E+12,77810,813.7,29
563,169층 나무 집 ,앤디 그리피스 글 ;신수진 옮김,시공사,2024,13,9.79117E+12,74840,843,29
563,소맥거핀의 인체 친구들,소맥거핀 원작 ;김기수 그림,위즈덤하우스,2024,1,9.79117E+12,77400,511,29
563,설민석의 한국사 대모험,"글: 설민석,그림: 정현희",휴먼큐브,2017,9,9.79119E+12,74910,911,29
563,설전도 수련관,글: 김경미 ;그림: 센개,따끈따끈책방,2022,1,9.79119E+12,74810,813.7,29
563,SCP 재단 : 확보하고 격리하고 보호하라 5 - 비일상 미스터리 그래픽 노블,Team. StoryG (지은이),oldstairs(올드스테어즈),2022,5,9.79119E+12,,,29
563,설민석의 삼국지 대모험,원작: 나관중 ;만화: 스튜디오 담,Dankkum i(단꿈아이),2021,9,9.79119E+12,77820,823.5,29
563,빨간내복야코,원작: 빨간내복야코 ;글·그림: 서후,샌드박스네트워크,2023,3,9.79119E+12,74810,810,29
